【  央视频道  】,#genre#
CCTV8超清,http://218.19.110.145:9999/udp/239.77.0.181:5146
CCTV8超清,http://218.19.111.218:9999/udp/239.77.0.181:5146
CCTV8超清,http://183.7.106.241:4022/udp/239.77.0.181:5146
CCTV8超清,http://113.100.72.95:8899/udp/239.77.0.181:5146
CCTV8超清,http://14.121.146.49:554/udp/239.77.0.181:5146
CCTV8超清,http://218.19.111.239:9999/udp/239.77.0.181:5146
CCTV9,http://110.72.83.62:808/hls/119/index.m3u8
CCTV9,http://110.72.75.189:808/hls/119/index.m3u8
CCTV9,http://125.88.8.114:9901/tsfile/live/0009_1.m3u8
CCTV9,http://112.46.85.60:8002/hls/509/index.m3u8
CCTV9,http://111.225.94.184:8800/hls/9/index.m3u8
CCTV9,http://123.54.170.154:808/hls/9/index.m3u8
CCTV9,http://171.8.245.48:808/hls/9/index.m3u8
CCTV9,http://115.204.73.138:8888/rtp/233.50.201.121:5140
CCTV9,http://27.11.49.156:8010/udp/225.0.4.131:7980
CCTV9,http://27.16.188.107:4022/rtp/239.69.1.104:10262
CCTV9,http://27.11.54.168:8010/udp/225.0.4.131:7980
CCTV9,http://125.120.147.105:8888/rtp/233.50.201.121:5140
CCTV9,http://61.150.11.116:4444/rtp/239.112.205.85:5140
CCTV9,http://27.11.57.83:8008/udp/225.0.4.131:7980
CCTV9,http://36.27.93.103:4022/rtp/233.50.201.121:5140
CCTV9-纪录,http://124.128.73.58:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://58.19.182.187:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://222.92.7.170:3333/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://1.180.245.195:9901/tsfile/live/0009_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV10,http://171.104.195.8:8181/tsfile/live/0010_1.m3u8
CCTV10,http://111.225.94.184:8800/hls/10/index.m3u8
CCTV10,http://123.54.170.154:808/hls/10/index.m3u8
CCTV10,http://110.72.78.171:808/hls/99/index.m3u8
CCTV10,http://110.72.75.149:808/hls/99/index.m3u8
CCTV10,http://112.114.137.134:888/hls/10/index.m3u8
CCTV10,http://14.216.233.242:8888/udp/239.77.1.169:5146
CCTV10,http://110.72.60.81:808/hls/11/index.m3u8
CCTV10,http://125.120.147.105:8888/rtp/233.50.201.122:5140
CCTV10,http://115.204.73.138:8888/rtp/233.50.201.122:5140
CCTV10,http://183.148.60.100:4022/rtp/233.50.201.122:5140
CCTV10,http://27.11.49.156:8010/udp/225.0.4.130:7980
CCTV10,http://27.11.54.168:8010/udp/225.0.4.130:7980
CCTV10,http://123.145.78.178:8002/udp/225.0.4.130:7980
CCTV10,http://61.150.11.116:4444/rtp/239.112.205.86:5140
CCTV11,http://111.225.95.194:8800/hls/11/index.m3u8
CCTV11,http://125.88.8.114:9901/tsfile/live/0011_1.m3u8
CCTV11,http://111.225.94.184:8800/hls/11/index.m3u8
CCTV11,http://123.54.170.154:808/hls/11/index.m3u8
CCTV11,http://110.72.83.62:808/hls/100/index.m3u8
CCTV11,http://223.240.51.168:4022/rtp/238.1.78.206:7502
